(2686, 1356, 4)
(2972, 990, 3)
(2672, 2565, 5)
(3726, 3701, 3)
(1732, 1144, 3)
(225, 2309, 5)
(2633, 3390, 5)
(3708, 2738, 6)
(2438, 712, 8)
(3549, 3565, 3)
(3633, 442, 5)
(173, 3085, 5)
(3030, 1096, 4)
(3698, 2280, 6)
(3279, 1981, 5)
(1467, 2757, 4)
(3200, 2957, 3)
(3720, 1917, 6)
(2529, 2451, 3)
(3748, 1200, 5)
(2907, 3197, 3)
(3230, 2325, 5)
(2668, 2030, 5)
(290, 1233, 4)
(3975, 491, 5)
(400, 1635, 4)
(1920, 118, 5)
(1798, 2368, 4)
(133, 3057, 5)
(2242, 3209, 5)
(2499, 1870, 5)
(242, 1149, 4)
(3404, 571, 5)
(2620, 1968, 2)
(1488, 2232, 5)
(742, 2385, 8)
(1258, 1626, 3)
(2732, 2077, 5)
(3739, 3762, 3)
(1189, 1126, 3)
(1319, 3092, 4)
(1219, 2493, 5)
(1460, 825, 6)
(2838, 1787, 4)
(382, 1723, 4)
(593, 866, 6)
(1255, 3646, 5)
(1381, 1426, 3)
(3843, 401, 5)
(2660, 1614, 5)
(3566, 2848, 6)
(3018, 928, 4)
(842, 259, 8)
(2942, 271, 5)
(1329, 3327, 4)
(2265, 2230, 3)
(261, 489, 5)
(860, 1783, 4)
(1907, 1929, 5)
(2306, 3281, 5)
(2757, 2909, 2)
(346, 3353, 5)
(479, 1010, 4)
(747, 997, 6)
(1817, 1691, 3)
(1172, 155, 4)
(3342, 114, 5)
(1711, 1612, 3)
(3765, 2530, 6)
(3483, 1106, 5)
(3807, 1059, 5)
(947, 3029, 4)
(1052, 2371, 5)
(1778, 500, 3)
(1894, 3425, 4)
(1406, 1967, 4)
(2709, 2470, 5)
(3984, 1913, 6)
(2979, 89, 5)
(1224, 831, 7)
(2071, 1818, 4)
(908, 481, 4)
(2760, 1202, 4)
(3737, 1037, 5)
(230, 859, 7)
(1554, 1105, 3)
(1506, 516, 4)
(1700, 3533, 5)
(1384, 3633, 4)
(279, 3634, 6)
(3065, 432, 5)
(3734, 1953, 6)
(1174, 2848, 4)
(1997, 2027, 3)
(3929, 2699, 6)
(207, 2017, 5)
(1091, 713, 6)
(2481, 2080, 3)
(972, 2045, 5)
(1205, 2583, 5)
(308, 287, 3)
(3384, 2095, 5)
(2420, 1155, 4)
(631, 2843, 5)
(3076, 958, 4)
(1403, 941, 3)
(3137, 3, 5)
(145, 1862, 4)
(2290, 869, 7)
(3344, 1935, 5)
(1851, 822, 7)
(1592, 1369, 3)
(2040, 667, 4)
(3058, 1164, 4)
(2409, 3672, 6)
(2537, 2429, 3)
(2802, 1798, 4)
(904, 2339, 5)
(3274, 865, 5)
(1858, 1795, 3)
(2693, 3778, 6)
(3035, 1891, 4)
(1782, 3069, 4)
(3001, 2578, 5)
(2721, 2647, 5)
(3182, 933, 4)
(1061, 13, 4)
(424, 401, 3)
(4002, 2472, 6)
(4002, 3514, 7)
(899, 1239, 3)
(2550, 484, 4)
(3860, 2430, 6)
(19, 584, 5)
(1073, 1965, 5)
(2875, 1682, 4)
(900, 787, 7)
(2602, 1022, 5)
(2557, 661, 5)
(3920, 2521, 6)
(1140, 1147, 3)
(2682, 2735, 3)
(384, 1383, 4)
(834, 381, 7)
(1510, 1807, 3)
(1518, 1738, 3)
(1138, 3302, 4)
(3628, 3748, 3)
(1916, 2638, 3)
(2705, 301, 5)
(1969, 2733, 5)
(2662, 235, 5)
(307, 1106, 4)
(604, 1900, 4)
(1071, 1873, 3)
(817, 1976, 8)
(2694, 400, 5)
(3851, 3443, 3)
(1412, 3883, 5)
(2396, 2604, 3)
(2455, 1441, 5)
(1994, 1845, 4)
(2049, 191, 5)
(40, 2514, 5)
(3619, 1050, 5)
(308, 2174, 3)
(824, 1695, 7)
(323, 3111, 5)
(3328, 2637, 5)
(2004, 3161, 5)
(3412, 851, 6)
(801, 517, 7)
(1228, 1750, 3)
(3683, 1367, 5)
(2784, 1685, 4)
(1534, 1786, 3)
(2085, 3196, 5)
(2037, 2487, 3)
(401, 3, 5)
(1036, 696, 7)
(90, 3940, 6)
(806, 1013, 7)
(3565, 2302, 6)
(2317, 25, 5)
(2611, 1656, 5)
(2831, 744, 6)
(3377, 945, 4)
(438, 1987, 4)
(3800, 786, 5)
(806, 3887, 5)
(3314, 3313, 3)
(2065, 2992, 5)
(642, 590, 3)
(247, 2391, 5)
(29, 1880, 4)
(190, 694, 8)
(2481, 1706, 5)
(854, 3355, 6)
(569, 3501, 5)
(1792, 2332, 4)
(3364, 3199, 3)
(3182, 650, 5)
(2528, 3067, 5)
(3751, 2697, 6)
(2284, 1008, 5)
(1762, 386, 4)
(2346, 3217, 5)
(3374, 3431, 3)
(693, 2403, 8)
(2131, 3013, 5)
(3374, 1896, 4)
(66, 42, 3)
(3327, 2415, 5)
(3387, 3852, 6)
(2856, 1178, 4)
(3859, 2096, 6)
(138, 1074, 4)
(4030, 868, 8)
(1973, 2430, 3)
(1904, 2801, 4)
(858, 3096, 5)
(46, 2500, 5)
(3913, 1182, 5)
(2340, 2211, 3)
(2910, 597, 5)
(1695, 3896, 5)
(3564, 3147, 6)
(2629, 2246, 2)
(3975, 3577, 3)
(3401, 3432, 3)
(1118, 3753, 5)
(1295, 1848, 3)
(988, 2520, 5)
(3731, 1403, 5)
(1447, 2597, 4)
(3877, 2813, 5)
(2897, 835, 6)
(2647, 2552, 3)
(1234, 2316, 5)
(1311, 3876, 5)
(3561, 203, 5)
(517, 879, 6)
(689, 501, 7)
(2012, 285, 4)
(3955, 3209, 6)
(2264, 389, 4)
(2753, 3498, 6)
(866, 3609, 4)
(472, 1506, 4)
(1614, 635, 4)
(312, 3423, 5)
(3206, 971, 4)
(831, 2871, 6)
(3688, 3905, 3)
(3864, 2150, 6)
(1668, 2575, 5)
(315, 2181, 4)
(3821, 692, 5)
(1097, 1037, 3)
(3978, 3388, 6)
(1809, 3633, 4)
(2462, 2199, 3)
(2733, 3544, 6)
(1688, 711, 7)
(3628, 883, 4)
(3789, 1432, 5)
(3692, 2644, 6)
(2798, 1381, 4)
(2775, 3083, 3)
(1809, 1989, 5)
(989, 638, 4)
(2852, 1196, 4)
(3419, 2661, 2)
(1216, 323, 4)
(2980, 3434, 3)
(3836, 1231, 5)
(1775, 3732, 5)
(228, 1377, 4)
(2762, 223, 5)
(2393, 2276, 3)
(236, 237, 3)
(3946, 2887, 6)
(885, 1159, 6)
(2110, 3714, 6)
(3957, 620, 5)
(3237, 3433, 3)
(3349, 3186, 3)
(3777, 579, 5)
(3038, 3401, 3)
(616, 1273, 4)
(3045, 1115, 4)
(239, 1621, 4)
(19, 760, 8)
(586, 2337, 5)
(3155, 1645, 4)
(1764, 1888, 3)
(2764, 1074, 4)
(637, 909, 3)
(3137, 1949, 5)
(3206, 2468, 5)
(430, 3471, 5)
(3885, 2514, 6)
(3012, 1665, 4)
(898, 3329, 4)
(1060, 2770, 4)
(1237, 300, 4)
(1276, 1659, 3)
(739, 1850, 7)
(924, 1664, 3)
(3591, 455, 5)
(2369, 986, 5)
(2453, 1593, 5)
(2697, 3908, 6)
(629, 1081, 3)
(2238, 1746, 5)
(2075, 3686, 6)
(157, 3782, 6)
(421, 4027, 5)
(732, 2727, 6)
(2501, 1041, 4)
(2742, 657, 5)
(1554, 2443, 5)
(2897, 713, 5)
(3816, 1272, 5)
(710, 898, 7)
(372, 1024, 4)
(2442, 211, 5)
(2850, 2566, 5)
(3525, 2664, 5)
(51, 2615, 5)
(2252, 958, 5)
(2457, 2792, 5)
(212, 1301, 4)
(2973, 1175, 4)
(2976, 2992, 3)
(3756, 3531, 3)
(2131, 4002, 6)
(990, 3143, 3)
(1181, 1493, 3)
(3085, 3533, 6)
(457, 1089, 4)
(3108, 2869, 3)
(1871, 2655, 5)
(3131, 1144, 4)
(3489, 3879, 3)
(1283, 332, 4)
(2918, 3811, 6)
(770, 2226, 8)
(1156, 744, 7)
(270, 1941, 5)
(2797, 1143, 4)
(2978, 2296, 5)
(939, 1224, 3)
(2270, 467, 5)
(2431, 1782, 4)
(1062, 1607, 3)
(1684, 2239, 4)
(2589, 2107, 3)
(3853, 560, 5)
(2131, 1443, 5)
(2115, 3662, 6)
(2810, 1325, 4)
(1090, 1525, 3)
(3544, 3917, 3)
(1564, 2413, 4)
(265, 1883, 4)
(420, 1181, 3)
(3964, 3620, 3)
(2825, 1694, 4)
(876, 882, 2)
(853, 1760, 7)
(1435, 2899, 4)
(3960, 405, 5)
(190, 2197, 5)
(2761, 2935, 3)
(6, 276, 3)
(3513, 978, 5)
(1199, 1323, 2)
(2917, 224, 5)
(3347, 2527, 5)
(1954, 2409, 3)
(3719, 2392, 6)
(3054, 494, 5)
(567, 3837, 3)
(3530, 340, 6)
(1616, 3873, 5)
(2598, 227, 4)
(74, 2724, 5)
(2735, 1972, 5)
(2829, 806, 6)
(1735, 575, 4)
(499, 2652, 5)
(3637, 3599, 3)
(2628, 2398, 3)
(2524, 3643, 6)
(1591, 1825, 3)
(3097, 3590, 6)
(3602, 788, 5)
(2143, 3256, 5)
(2051, 2492, 3)
(3576, 1828, 5)
(382, 3465, 5)
(210, 2009, 4)
(4025, 1699, 6)
(1334, 3038, 4)
(1182, 551, 4)
(2379, 3144, 5)
(2922, 2927, 3)
(1385, 3501, 4)
(201, 3269, 5)
(1271, 747, 6)
(30, 1822, 4)
(1813, 129, 4)
(3190, 1917, 5)
(2379, 645, 4)
(549, 2556, 4)
(351, 692, 7)
(1584, 2259, 5)
(3363, 155, 5)
(209, 2214, 5)
(2369, 2676, 5)
(425, 2062, 4)
(2092, 3615, 6)
(2345, 141, 5)
(337, 1102, 4)
(171, 742, 6)
(2475, 2420, 3)
(1370, 2361, 5)
(2611, 3161, 5)
(1548, 2637, 5)
(2348, 3777, 6)
(41, 2751, 5)
(661, 2866, 5)
(416, 3173, 5)
(3596, 1651, 5)
(2441, 2438, 3)
(1850, 2579, 5)
(1056, 962, 3)
(249, 2944, 5)
(2694, 2945, 3)
(1426, 894, 6)
(18, 2570, 5)
(517, 3900, 5)
(2559, 2346, 3)
(281, 129, 3)
(1704, 811, 6)
(3125, 2754, 3)
(927, 3488, 5)
(3757, 4034, 7)
(3772, 2377, 6)
(2676, 3216, 3)
(3752, 2014, 6)
(2420, 1895, 4)
(2018, 3404, 5)
(1919, 1593, 5)
(1381, 719, 6)
(1860, 3486, 5)
(1897, 347, 4)
(2431, 3832, 6)
(1125, 1725, 3)
(3037, 2810, 3)
(198, 250, 3)
(2319, 1267, 4)
(773, 2328, 8)
(3586, 220, 6)
(1062, 1298, 3)
(619, 87, 5)
(3459, 3758, 2)
(3222, 3858, 6)
(298, 2102, 4)
(3288, 1904, 4)
(2627, 2795, 5)
(73, 2149, 5)
(1249, 1744, 3)
(2096, 4027, 6)
(3199, 86, 5)
(586, 2871, 5)
(2915, 1435, 4)
(2290, 2474, 3)
(3507, 3580, 3)
(2387, 840, 7)
(3849, 452, 5)
(165, 1024, 4)
(3782, 2883, 6)
(3075, 1265, 4)
(3536, 1735, 5)
(3975, 2616, 6)
(584, 3247, 5)
(1568, 2361, 5)
(3430, 2316, 5)
(2452, 761, 8)
(1513, 1074, 3)
(1449, 44, 4)
(1356, 949, 3)
(1945, 2074, 3)
(1962, 1821, 5)
(1268, 818, 7)
(3968, 414, 4)
(2005, 1817, 4)
(2420, 683, 4)
(2260, 2485, 3)
(3750, 2301, 6)
(1004, 3080, 4)
(1276, 3213, 4)
(1140, 1457, 3)
(3760, 237, 6)
(3967, 193, 6)
(2473, 1069, 5)
(3282, 1369, 4)
(2623, 3794, 6)
(757, 413, 7)
(1202, 3571, 5)
(220, 111, 3)
(493, 794, 7)
(3699, 2463, 6)
(2104, 1763, 5)
(2761, 3466, 6)
(646, 3033, 5)
(528, 1697, 4)
(3015, 2717, 3)
(77, 1790, 4)
(2468, 1598, 4)
(615, 3549, 5)
(2767, 1724, 4)
(2276, 402, 4)
(1716, 2374, 5)
(2198, 1163, 4)
(3969, 3817, 3)
(2075, 914, 5)
(663, 3281, 5)
(1357, 2344, 4)
(2436, 1221, 4)
(88, 2170, 5)
(1227, 3532, 5)
(3313, 781, 6)
(2188, 267, 5)
(1380, 3756, 4)
(1125, 1936, 5)
(1762, 1706, 3)
(2481, 2758, 5)
(3879, 1315, 5)
(2128, 1678, 4)
(1002, 757, 7)
(1484, 481, 4)
(677, 2291, 5)
(264, 681, 5)
(1954, 2469, 3)
(2205, 3687, 6)
(1778, 2101, 4)
(4034, 2370, 6)
(434, 127, 5)
(174, 114, 3)
(2508, 2119, 3)
(3131, 1667, 4)
(2199, 3761, 6)
(3404, 1418, 4)
(1657, 2010, 4)
(784, 588, 7)
(2094, 3138, 5)
(1330, 286, 4)
(2496, 1787, 4)
(2105, 1487, 5)
(939, 3625, 5)
(163, 2303, 5)
(2155, 494, 5)
(857, 3241, 5)
(1011, 3541, 5)
(3442, 3384, 6)
(3309, 1227, 4)
(125, 549, 4)
(1333, 2852, 4)
(775, 3677, 5)
(1981, 744, 8)
(2754, 1513, 4)
(1061, 2399, 4)
(1457, 927, 3)
(499, 868, 6)
(3338, 1396, 4)
(1114, 1556, 3)
(3188, 3801, 6)
(1209, 177, 4)
(3223, 3485, 6)
(1363, 1691, 3)
(318, 618, 5)
(1316, 1785, 3)
(2470, 2856, 5)
(2640, 2043, 3)
(2752, 607, 5)
(3508, 1475, 5)
(3997, 1738, 6)
(551, 1627, 4)
(35, 1716, 4)
(1368, 350, 4)
(3577, 1212, 4)
(1738, 2257, 5)
(1312, 1921, 4)
(1329, 1394, 3)
(1650, 3690, 5)
(3740, 1976, 6)
(2782, 895, 5)
(1812, 2511, 4)
(1957, 2750, 5)
(3539, 3007, 6)
(1365, 1851, 3)
(2886, 2599, 5)
(1099, 1669, 3)
(3254, 3836, 6)
(655, 3891, 5)
(3414, 924, 4)
(698, 898, 5)
(3646, 861, 4)
(3559, 3388, 6)
(3512, 1368, 5)
(3055, 1101, 4)
(3770, 474, 5)
(160, 116, 3)
(1509, 297, 4)
(2843, 1695, 4)
(248, 1065, 4)
(3955, 1616, 5)
(223, 2137, 5)
(3879, 1631, 5)
(552, 2339, 5)
(717, 2733, 6)
(2439, 1753, 5)
(741, 3112, 6)
(1518, 518, 4)
(3140, 3870, 6)
(1839, 2402, 5)
(2079, 2363, 3)
(351, 1715, 4)
(3283, 1249, 4)
(3116, 3851, 5)
(1211, 2794, 4)
(1180, 3950, 5)
(2402, 3890, 6)
(3441, 3164, 6)
(2397, 3940, 6)
(582, 678, 3)
(3279, 2779, 3)
(1558, 393, 4)
(448, 2057, 5)
(602, 510, 4)
(1264, 1994, 4)
(1550, 3445, 5)
(1715, 266, 4)
(3609, 1481, 4)
(3266, 1515, 4)
(3240, 1765, 4)
(261, 1301, 4)
(1890, 3225, 4)
(850, 2727, 6)
(1790, 101, 4)
(677, 2967, 5)
(1775, 144, 4)
(30, 995, 4)
(330, 291, 3)
(915, 813, 7)
(2193, 1078, 5)
(3956, 3875, 3)
(2771, 864, 5)
(2035, 1155, 5)
(3262, 2, 5)
(945, 3735, 5)
(3391, 2568, 5)
(1648, 1623, 3)
(868, 1831, 5)
(1209, 716, 7)
(2781, 2466, 5)
(2593, 1883, 4)
(2097, 1206, 5)
(139, 1734, 4)
(1894, 2008, 5)
(2028, 2345, 3)
(94, 2464, 5)
(2256, 2223, 3)
(1665, 2140, 5)
(1609, 60, 4)
(2277, 1867, 5)
(2406, 1468, 5)
(794, 586, 7)
(1146, 2619, 5)
(527, 3194, 5)
(3030, 2024, 5)
(2656, 3708, 6)
(2302, 3354, 5)
(1544, 32, 4)
(3572, 329, 6)
(3277, 849, 6)
(2636, 1250, 5)
(1849, 3755, 5)
(324, 2684, 5)
(3789, 111, 6)
(1883, 1976, 4)
(2195, 2356, 3)
(387, 1917, 4)
(1371, 486, 4)
(3340, 1022, 4)
(983, 3082, 4)
(2410, 1945, 3)
(2816, 1362, 4)
(1355, 2023, 5)
(2118, 1826, 5)
(2985, 3904, 6)
(334, 850, 8)
(1787, 267, 4)
(191, 1040, 4)
(3096, 2093, 5)
(2931, 1694, 4)
(2098, 863, 7)
(2037, 3327, 5)
(646, 310, 5)
(2724, 1933, 5)
(1794, 3088, 4)
(4006, 576, 5)
(1370, 3835, 5)
(1796, 3207, 4)
(1272, 3456, 4)
(3298, 135, 5)
(760, 3097, 6)
(1518, 1970, 5)
(1600, 419, 3)
(151, 2841, 5)
(1541, 486, 4)
(1971, 1051, 5)
(175, 3501, 5)
(3606, 535, 5)
(3929, 4029, 7)
(2669, 2913, 2)
(698, 215, 6)
(2712, 2612, 5)
(1056, 158, 4)
(2978, 2168, 5)
(1522, 1753, 3)
(1494, 3309, 4)
(947, 666, 4)
(3909, 1378, 5)
(210, 15, 3)
(1609, 2828, 4)
(1078, 3395, 4)
(310, 1900, 4)
(1201, 1077, 3)
(2715, 227, 5)
(3409, 955, 4)
(3265, 772, 5)
(3075, 1946, 5)
(3326, 2080, 5)
(3647, 2887, 6)
(1417, 287, 4)
(3947, 2103, 6)
(2271, 2388, 3)
(1996, 880, 7)
(3469, 1115, 5)
(3576, 292, 6)
(117, 3731, 6)
(1248, 525, 4)
(331, 827, 8)
(310, 2535, 5)
(2350, 3941, 6)
(646, 3644, 4)
(1638, 2948, 4)
(3057, 4033, 7)
(3508, 2540, 6)
(1120, 3418, 4)
(3065, 384, 5)
(2971, 2480, 5)
(2026, 2783, 5)
(3070, 3527, 6)
(3087, 1341, 4)
(3901, 2414, 6)
(575, 541, 4)
(797, 1379, 7)
(622, 158, 5)
(2699, 3960, 6)
(2568, 3216, 5)
(2326, 1374, 4)
(1181, 2000, 5)
(3589, 2516, 6)
(3923, 946, 5)
(440, 2852, 5)
(2642, 2735, 5)
(2036, 50, 5)
(452, 2414, 4)
(2644, 1289, 4)
(2839, 4002, 7)
(1202, 140, 4)
(3974, 1223, 5)
(1060, 2818, 4)
(589, 445, 4)
(3469, 1115, 5)
(530, 2630, 5)
(736, 3893, 5)
(614, 3840, 5)
(1485, 2352, 4)
(2552, 1970, 3)
(2587, 1366, 5)
(1354, 3420, 4)
(2225, 3995, 6)
(103, 3592, 5)
(484, 1064, 3)
(99, 396, 5)
(1974, 3290, 4)
(3456, 354, 5)
(489, 266, 5)
(228, 3341, 5)
(133, 2280, 5)
(70, 1572, 4)
(364, 3357, 5)
(269, 41, 3)
(2304, 1994, 3)
(3926, 3560, 3)
(1203, 852, 7)
(3079, 2363, 5)
(3595, 3810, 3)
(2313, 3362, 5)
(2753, 416, 5)
(3736, 235, 6)
(311, 3911, 6)
(1849, 1856, 3)
(3343, 933, 4)
(1632, 2122, 5)
(3733, 1375, 5)
(3861, 2618, 5)
(3328, 1418, 4)
(3029, 3574, 6)
(3299, 3025, 3)
(297, 120, 3)
(3589, 3173, 6)
(1290, 1098, 3)
(972, 2470, 5)
(1403, 2620, 5)
(1742, 2567, 4)
(1816, 2015, 5)
(1724, 732, 7)
(3715, 3162, 6)
(846, 2811, 6)
(638, 1141, 4)
(272, 3130, 5)
(649, 1569, 3)
(2840, 817, 6)
(2938, 3229, 3)
(3315, 704, 6)
(1756, 3896, 5)
(3406, 1862, 4)
(2415, 2473, 3)
(3135, 3212, 3)
(3710, 2203, 6)
(1066, 1303, 2)
(3522, 2764, 6)
(3141, 903, 4)
(2563, 2628, 3)
(1108, 3484, 5)
(2322, 3929, 6)
(2240, 668, 5)
(3786, 773, 5)
(1535, 574, 4)
(2862, 1713, 4)
(2933, 1822, 4)
